tenant_id,name,email,phone,age,marital_status,employment_status,job_title,employer_name,income,credit_score,previous_rental_history,property_id,property_type,property_location,rent_amount,lease_start_date,lease_end_date,deposit_amount,payment_status
7ab660ea-0bb3-46b3-ab3b-216a1c8f821f,Rachel Wallace,joshua19@example.com,+254790847379,56,Married,Student,"Development worker, community",Edwards-Vaughn,160053.21,556,Poor,fa86e88e-0195-4997-b689-55b1c8354831,Apartment,South Justinport,44010.16,2022-07-11,2025-02-13,5131.05,On-time
df68e2db-2695-45e4-be77-0cc505851a76,Cameron Carson,dsanchez@example.net,+254766044338,22,Widowed,Student,Community arts worker,"Bailey, Greene and Garcia",20851.94,306,Average,5ec69ca4-40af-4b3b-b273-9a0f4ac291cd,Apartment,Crystalchester,11933.04,2022-07-12,2026-03-20,8298.32,Default
272a8b9f-a197-4223-9458-63d04cc31648,Isaac Castro,charles25@example.net,+254738008180,62,Married,Employed,Audiological scientist,"Brown, Garcia and Tapia",101337.95,639,Good,9d4dcc52-90e5-4e83-b67e-45184afdc913,Apartment,Port Juliemouth,17729.13,2023-02-01,2025-12-06,8918.2,Default
aca8822d-1978-4f46-8c1a-1c45dfe9cabc,Lori Mccormick,mkeith@example.com,+254751882373,38,Divorced,Student,Data scientist,"Oneill, Mullins and Knight",73957.37,765,Good,c807bfd3-a3c7-4657-9a2e-345c1a3fe5a8,Apartment,Schmidtberg,39467.65,2023-11-18,2025-03-06,8354.84,Default
5c2450c1-56c6-4e7f-ba1b-a65f8ecd0e8a,Faith Johnson,raymichael@example.org,+254725784427,44,Single,Employed,Banker,Walker-Bowers,167946.88,460,Poor,49dee1c7-18f6-477d-a2ff-de0e89f9a37e,Single-family Home,South Billy,26614.58,2023-10-16,2025-02-19,6082.98,Late
07cc19e9-7e38-4497-b4a7-56aab9ffa193,Julie Clark,anthony30@example.com,+254798826236,25,Single,Self-Employed,Tourist information centre manager,"Smith, Mercado and Powell",79281.69,729,Average,a9d54780-c050-4454-b96b-f339346fe97f,Single-family Home,North Joshua,9868.03,2023-03-07,2024-09-12,6813.96,Late
3f15c03f-5c7d-4369-b157-84da62a251a4,Stephanie Wolfe,bushjennifer@example.org,+254739216743,25,Widowed,Unemployed,"Engineer, building services","Stevens, Padilla and Henry",103581.28,616,Average,972da0d8-372f-4ee2-88c7-f6550ba237e4,Condominium,Amandaland,12859.55,2024-02-16,2025-07-22,9659.77,On-time
beea5447-be60-4fd5-a92a-b84ee9464633,Faith Herrera,rebecca97@example.net,+254795080948,47,Single,Employed,"Engineer, energy","Dixon, Randolph and Green",90651.28,651,Poor,4c0b1174-0b1e-4d97-85f2-ad8390ef0143,Condominium,Lake Keith,24396.17,2024-01-31,2024-10-22,6611.56,Default
bc81846f-1404-4538-8d05-0419daab8500,Michael Wood,velasquezmario@example.org,+254779494930,42,Married,Unemployed,Advertising art director,"Wheeler, Anderson and Eaton",58652.01,533,Average,48a9070b-cf38-493b-98c9-145af033e952,Apartment,Lake Anthony,48258.01,2023-02-26,2025-04-19,5424.91,On-time
2a1043a5-85c5-4e19-bb30-69b3c2703ee5,Amy Miller,arthur64@example.org,+254716487755,21,Married,Self-Employed,"Doctor, general practice","Mccann, Ramos and Brown",112158.21,527,Good,2776a4d8-a177-4979-90ed-44a8917c4d89,Apartment,West Adam,20809.46,2022-09-26,2024-10-06,8517.7,On-time
71967807-405c-4222-9afd-700f2658173f,Wendy Richards,christina54@example.net,+254742114704,69,Divorced,Student,Charity officer,Frank-Mills,69435.17,325,Good,64039f13-d8e6-4d3e-b524-5ebadbcba00a,Condominium,New Geraldside,12148.78,2023-12-30,2025-11-18,5202.37,Default
07198ab4-ea57-4a41-aa05-cd45f659d42c,Morgan Johnson,oliverbonnie@example.com,+254723687962,31,Widowed,Retired,"Administrator, charities/voluntary organisations","Mcbride, Drake and Rios",193198.99,427,Average,0bb69678-d273-4e79-abee-5a51171654d2,Single-family Home,Heatherfort,15824.1,2023-04-22,2024-10-15,8484.48,Late
85c20c77-34f3-4545-b8ab-2772583debf4,Theresa Randolph,thomasadrian@example.org,+254777184391,38,Married,Self-Employed,"Psychologist, clinical",Baker-Stevens,59400.97,788,Poor,f2284237-3268-4b20-ae32-9ad41b9f81ff,Condominium,Brianton,43952.01,2023-08-28,2026-01-20,8006.07,Default
e5ae537d-7869-4aa3-b79a-725dc3529e6c,Richard Lee,greenjames@example.net,+254718584391,25,Married,Unemployed,Computer games developer,Mendoza-Robertson,196269.04,807,Average,eb0a7d5b-4b6c-40ad-af0a-7c8e5ea81e65,Condominium,West Jenna,17052.15,2023-12-06,2025-08-18,8648.1,On-time
8acabefd-7ca4-41d9-992c-214b95529b6e,Lisa Oconnor MD,davismichelle@example.org,+254766082722,58,Divorced,Unemployed,"Scientist, clinical (histocompatibility and immunogenetics)","Anderson, Castro and Davis",23323.93,699,Average,f4efbd9f-5c77-4655-a21e-e8f55552466c,Apartment,Adamland,22049.26,2022-07-30,2024-08-17,6665.39,Late
469b1dbb-d878-4e19-8961-83bb437ed616,James Andrade,mendozadeanna@example.com,+254796581261,46,Married,Unemployed,Risk manager,Fernandez Ltd,174305.32,304,Poor,b29de0e4-13bb-4ae8-834a-85b237d97967,Condominium,South Tracy,14875.42,2022-08-29,2025-09-03,7284.43,Late
7f50ef34-ed51-46c5-b714-ee7c727ad535,Taylor Rodriguez,fmorris@example.org,+254752005614,57,Widowed,Student,"Pharmacist, hospital","Patton, Blair and Klein",115862.53,721,Average,d448395b-7600-402a-9625-ad99c0eb541a,Single-family Home,New Wayne,22724.75,2022-05-28,2024-11-20,7187.02,Default
a945f9d7-8e5a-4855-b27d-bbf5d8199aa3,Emily Bradley,katieswanson@example.com,+254749076511,34,Single,Unemployed,"Sound technician, broadcasting/film/video",Sanders Ltd,191488.3,305,Good,397e5eb1-bbdc-4778-9abb-fc4e0d6f81f4,Condominium,Thomashaven,39799.5,2023-06-14,2025-06-29,6102.31,Default
9be33850-5ffc-4eb6-9585-4e28b87b649e,Jean Martinez,sandrareed@example.net,+254792400538,31,Widowed,Employed,"Scientist, water quality",Patton-Nelson,147835.49,584,Good,b9238850-4e32-4a0a-aa59-d06064c5e97e,Single-family Home,Jenniferfort,32344.17,2023-08-29,2026-01-09,8794.95,Default
6327b4f0-eca2-453d-be89-6a56a3847a6d,James Ware,lisa32@example.com,+254751334611,28,Widowed,Self-Employed,"Surveyor, rural practice",Chapman-Atkins,77400.29,310,Average,670bca2d-3fe8-4f23-9f39-80a3c0a75fdb,Condominium,Guzmanview,49952.33,2023-03-20,2026-01-09,8475.06,Late
c80fbb53-11a4-409d-950d-aef9a7daaad2,Donna Davies,burnettmelissa@example.com,+254763044367,36,Widowed,Student,Magazine features editor,Johns and Sons,153731.33,457,Poor,419c1215-6360-4f2c-858a-1b2ff27ce056,Apartment,North Angela,11299.83,2022-11-14,2026-03-28,9464.54,Default
175611ae-dab9-4e3c-aa07-1bf5f7a7d5bd,Rachel Hanson,lisa83@example.net,+254722052863,45,Widowed,Employed,Airline pilot,"Simon, Liu and Johnson",122527.99,319,Good,7fa18aba-510c-4aa1-a03a-3d69f015c8a4,Single-family Home,Buckland,29968.83,2024-04-08,2024-10-27,9903.82,On-time
dd7c6d09-a54d-4e59-9019-c66749675593,Kelly Mann,jeanettemckay@example.net,+254775913409,47,Married,Unemployed,Occupational hygienist,Weaver Group,92111.35,753,Average,8cd37ae0-2c9c-4aa9-bc16-7d92ed441cd4,Single-family Home,Jennifermouth,5672.01,2022-12-07,2026-05-18,8403.88,Late
fb19205a-78d9-448f-ae12-fed8c8754c3d,Jay Pierce,jacobserrano@example.com,+254776009353,70,Single,Student,Neurosurgeon,"Owens, Walton and Cooper",64089.23,548,Good,b45d5544-c258-4b6b-a060-003ccc2b4c12,Condominium,Schwartzchester,8750.9,2023-12-20,2025-01-07,8016.81,Late
3a5d1b6f-f4ff-4d50-83bc-e79d73c08629,Jessica Williams,meagan57@example.com,+254771271685,34,Widowed,Retired,Armed forces logistics/support/administrative officer,"Wallace, Robinson and Garcia",47882.49,703,Good,933fdddb-e7db-4b32-bb26-06884a8d579c,Single-family Home,Taylorville,28730.21,2023-11-26,2024-11-19,5087.96,Default
b70b56e8-b713-4c52-8fb8-8cfec4aa10db,Eric Hale,nataliehughes@example.com,+254758018040,47,Divorced,Employed,Logistics and distribution manager,Smith Group,45902.35,745,Good,9e086fdb-480a-4015-8f2f-d84212af61ce,Condominium,Michaeltown,17988.56,2023-09-26,2025-02-21,8753.09,Default
3578977e-5eeb-4e16-9a29-fd28e56e1b55,Daniel Grant,hansonmeghan@example.net,+254750010276,31,Divorced,Employed,Astronomer,Hall-Hill,141566.0,459,Good,19e9bb73-75b4-4d8b-bd0c-f828900504ee,Condominium,Tamiton,39001.7,2022-06-25,2025-04-13,5374.55,Default
e6a1d6e8-6616-4b50-8183-c0a34541337d,Daniel Gibson,hartjohn@example.com,+254777253920,31,Divorced,Retired,Theatre director,Case Ltd,116906.34,640,Average,63482152-fe69-45e0-b570-3aff53764a8e,Apartment,North Kathleen,8146.07,2023-11-24,2024-07-05,8374.98,Late
8106c735-cc9e-4137-b66b-07bf1ca04703,Crystal Simpson,llarson@example.com,+254745415492,35,Widowed,Unemployed,Office manager,"Armstrong, Bailey and Walters",158852.42,797,Good,7fe8cf68-d50c-41f0-ad5d-2b3063e470bb,Single-family Home,Christopherland,24720.63,2023-09-27,2025-12-04,5571.16,Late
fb7e3e7d-0653-404e-a041-d5f66783a8bb,Lynn Roberts,jodi44@example.net,+254751001645,25,Single,Retired,Warehouse manager,Todd-Martin,81102.65,757,Average,f2cfa03d-d4d9-4e9b-bf1d-b3be2ecc79a7,Single-family Home,West Cody,43409.06,2024-02-13,2025-02-17,8692.81,On-time
cc778d12-9cda-4268-956e-216f538425bd,Julia Lloyd,allenmichael@example.com,+254751778996,69,Divorced,Retired,Insurance broker,Moreno-Cooper,97630.85,515,Good,f8added4-f262-44e8-a393-00adfc1720bd,Condominium,Englishview,47806.85,2024-04-02,2025-09-15,8095.98,Default
7db9aaba-accb-42fd-a59e-a675489a7a57,Rebecca Herrera,nliu@example.net,+254794547261,53,Divorced,Self-Employed,Chartered loss adjuster,Kaufman-White,186832.39,326,Good,300f349d-a161-4b36-9928-46845c4bd141,Apartment,East Tammymouth,25912.1,2023-08-21,2025-10-02,8424.92,On-time
d9f9080d-6a30-4903-9af8-d7ed85372348,Drew Barker,tmarshall@example.com,+254783089428,37,Divorced,Self-Employed,Press sub,May Ltd,97133.23,301,Average,78b0c992-61df-4266-8564-3f693dfb4792,Single-family Home,New Samanthamouth,11482.17,2024-02-27,2024-09-01,7558.53,Default
8b06f644-307e-4952-9312-7803b98358b4,Jeffrey Mcintosh,brandygonzales@example.com,+254790794526,38,Widowed,Self-Employed,Geoscientist,"Vega, Henderson and Blake",31862.75,741,Poor,5ef9d069-77b6-4a5c-9cb8-85428237351e,Single-family Home,Andersenside,9586.11,2022-11-19,2025-01-08,9689.76,On-time
f2c9096f-b211-4f20-99ba-8eaadc671dba,Michael Fuentes,michaelortiz@example.com,+254736611692,67,Single,Student,"Radiographer, therapeutic",White-Larson,123469.66,491,Good,2ccaf84a-73fb-438a-ac3d-502ca90c6af8,Single-family Home,Brianport,47710.35,2023-02-04,2025-09-03,6540.76,On-time
56a7c538-8a99-467a-98af-f3e9b89fbe58,Derek Newton,maureendiaz@example.com,+254785645829,42,Married,Student,Arts administrator,Thompson Group,192862.15,440,Good,98ad55af-937c-4213-97cf-8c57d3671243,Single-family Home,Richardtown,25646.94,2023-02-25,2025-10-16,5028.92,Late
9822c8b2-7312-4f1d-98b3-1c8c7dcef4b9,Michael Gonzalez,michelesantiago@example.org,+254747997716,55,Single,Retired,Industrial/product designer,Davis and Sons,50133.56,344,Average,bccdf2d6-0c1b-4465-81fb-cdc4357b5ae9,Single-family Home,North Andreburgh,14776.22,2022-07-10,2025-10-10,8001.3,Default
9625dc9c-ffa9-481c-bca2-ebe98c073faf,Justin Anthony,amyburns@example.net,+254713564568,70,Single,Unemployed,"Engineer, communications",Long LLC,190650.83,760,Good,fcc211e9-3524-4a4a-adae-89fc31ff0398,Condominium,New Leonchester,9380.13,2022-12-16,2025-09-09,8761.9,On-time
c14dfd19-9474-46b1-a5cd-baa3093b9ab7,Jeffrey Allen,barbarawright@example.com,+254790466609,58,Single,Unemployed,Learning disability nurse,Tucker Inc,103005.39,683,Good,0030523c-1dcd-4aed-b645-5fd6664e823e,Apartment,Lake Danielle,14455.36,2023-03-11,2026-02-09,5851.11,Default
08be2392-0d1e-4dce-9497-b55c615a1b96,Kimberly Harrington,mollyhoffman@example.com,+254762849574,31,Divorced,Retired,Microbiologist,Adams and Sons,196230.08,310,Poor,86146588-15e6-4699-b9c4-5f89cd9723b5,Single-family Home,Michealview,32406.23,2022-06-11,2025-01-24,6889.84,Default
c0d2f5db-e5e2-4340-87cd-900eb5e43630,Jason Webb,ythompson@example.org,+254770543372,54,Divorced,Unemployed,Airline pilot,"Bell, Smith and Aguilar",151149.81,414,Average,5ccb054d-bcf7-445f-a6b6-7b41438564ed,Single-family Home,Joseside,25535.48,2022-10-02,2024-05-23,5750.87,On-time
af2e46fb-490c-49db-992d-232eee348eec,Michael Pennington,william78@example.net,+254774057415,55,Widowed,Unemployed,Forensic scientist,Cobb Ltd,72674.74,585,Good,a4f13dbe-f6c5-4f0b-8e1d-131d547ddca9,Apartment,Richardsside,26916.26,2023-04-15,2026-01-02,6804.53,Default
39257fbf-7775-4543-8d97-d26295c566d1,Tamara Cochran,christinecunningham@example.com,+254714295456,44,Widowed,Self-Employed,"Programme researcher, broadcasting/film/video",Brown Group,154802.51,370,Average,e4b26889-d752-4ef1-b1bf-88545e9711b5,Apartment,Wilsontown,41231.08,2023-02-15,2024-10-26,9656.57,Default
b5b62090-95ca-4beb-880c-f5b483a69da4,Terry Richardson,wheelermichael@example.org,+254779175409,32,Married,Employed,"Scientist, product/process development","Anderson, Gonzalez and Dean",115465.98,600,Average,3d3161e3-d213-441f-930d-70c30be80265,Apartment,North Dawn,43800.05,2024-03-24,2026-02-19,7634.36,Late
b598a90b-64d0-4941-aa95-dbe33fc64113,Taylor Wood,wfox@example.org,+254778116256,32,Widowed,Unemployed,Tax inspector,Cooper-Stanley,143524.81,551,Good,252aaf0f-f8d2-40cd-845a-bf9bb0a6bae9,Condominium,Kevinhaven,32311.62,2023-06-06,2025-01-03,8434.2,Late
d4143727-6951-4783-b143-290b14ea1fd9,Andrea Lewis,trevor79@example.org,+254764506427,52,Married,Employed,"Administrator, charities/voluntary organisations","Mcintyre, Newman and Payne",85561.09,344,Poor,00795a18-2b97-481d-9ed1-f786ea6a8615,Condominium,Joshuatown,19020.16,2022-05-31,2024-07-06,9767.98,On-time
3f1e5d03-0f52-43cf-ae63-d2a98415c0eb,Billy Navarro,millerpatricia@example.com,+254765254885,24,Married,Retired,Hydrogeologist,Ward Inc,76638.95,388,Poor,824479ff-3aab-41ae-8656-42d777627490,Condominium,East Aaronberg,6726.87,2023-03-13,2025-06-19,8556.99,On-time
a3465bb6-7f9c-4ab9-b90b-cc88eeeac11e,Lynn Crawford,jdrake@example.com,+254768946057,68,Divorced,Retired,"Radiographer, diagnostic",Evans Group,126557.59,463,Good,e4a36d06-e2d7-4507-8a3a-6bdad668ac7a,Condominium,Port Lauraton,9390.09,2024-02-11,2025-11-06,6038.81,Late
2cd4ede3-b448-4fc9-9f96-998f617a5191,Sharon Gomez DVM,ritterjimmy@example.net,+254716099644,68,Divorced,Employed,Plant breeder/geneticist,"Peterson, Sanders and Ruiz",138314.43,775,Average,7ce01728-b3a7-4ff2-a886-0c9c55b9e352,Single-family Home,Ebonytown,44723.34,2024-02-05,2024-11-21,6243.37,On-time
e7e0a720-e614-4fd2-8d3a-c715b21848de,Travis Burton,alexandersmith@example.org,+254764701478,26,Widowed,Unemployed,"Programmer, multimedia","Rogers, Holmes and Coleman",106200.36,524,Good,80f19a7d-7663-4cd8-9ae9-4566bba90317,Single-family Home,South Terry,24522.65,2023-07-24,2025-02-12,9681.24,On-time
ad188906-6161-4f93-8417-10ec86bc65ee,Brian Walker,tsmith@example.com,+254746157744,42,Widowed,Student,Armed forces logistics/support/administrative officer,Hicks-Cruz,67887.46,818,Poor,ab3be64f-e050-4cbc-89dd-de4480d267cd,Single-family Home,East Josephhaven,31409.21,2022-07-29,2025-06-24,8227.46,On-time
514211be-92ff-45f9-899c-e2c5f97aef11,Claire Richard,ireyes@example.org,+254733749214,62,Married,Retired,Health visitor,"Shaw, Harding and Valdez",110431.19,374,Average,c2aabd11-5344-43e9-a54c-978d8509f9dc,Single-family Home,South Hannah,36332.57,2024-03-02,2024-07-13,9107.01,Late
e726cf16-a77b-4c55-bdc2-4b3b6547fbe1,Raymond Roth,kevinvance@example.net,+254742561238,25,Married,Student,Dramatherapist,Bartlett Group,114855.96,549,Poor,7cb66c07-b7d7-4cc7-9f3a-9593d72ed41a,Single-family Home,East Robert,15646.41,2023-08-22,2025-02-16,9327.87,Default
6cfa862f-8265-42ad-b123-844c56ba3573,Lisa Craig,charles59@example.net,+254745834362,22,Single,Student,Academic librarian,Davis-Manning,87360.47,350,Average,8eb7abb6-6b1e-4632-939b-ef094cf428ad,Single-family Home,Wilsonberg,37345.16,2022-11-26,2024-11-30,6636.23,Late
e8075005-a379-4779-9ee4-cbe190474361,Katherine Johnson,justinhall@example.com,+254782940704,67,Widowed,Unemployed,"Engineer, structural","Sanders, Watson and Parrish",49537.33,719,Average,1779e423-7387-4319-949e-7d8b22506add,Apartment,Lindaton,37682.06,2023-07-28,2024-12-11,5795.61,Late
cda002c3-f023-4629-9d34-bd2f1944f598,Brittney White,sdaniels@example.org,+254711624553,20,Single,Student,Sport and exercise psychologist,Wells-Ayala,102376.67,713,Poor,6e0e2d33-681c-4de2-88e3-18a38174994b,Apartment,New Maria,46686.06,2022-07-15,2025-11-03,5501.14,On-time
89505bff-eaaa-4293-873d-deb5365a2313,Brooke Peterson,johnbell@example.org,+254712329433,70,Widowed,Student,"Embryologist, clinical","Juarez, Hill and Kim",38260.6,763,Average,40514060-e30d-4f6b-8a38-35afe6c9834c,Condominium,Port Jillian,18231.41,2024-01-22,2025-11-27,7886.13,Late
082d6cc8-24f6-497d-9710-3874c4488d1b,Dennis Chang,lisahunt@example.net,+254799616796,29,Widowed,Self-Employed,Print production planner,Hamilton-Pearson,73238.24,546,Poor,80b507b2-4159-426f-91dc-fc7d38c2b915,Apartment,Newmanhaven,21540.46,2022-07-24,2024-06-15,9335.37,Default
40631320-e07c-431f-87db-6469c009863f,Derrick Harris,sawyerrichard@example.net,+254750157794,59,Divorced,Retired,"Journalist, magazine",Aguilar-Wilson,56708.65,599,Poor,4f36a380-b957-4c22-b9ee-ca9ec281d2bf,Single-family Home,Jamesstad,32103.75,2023-03-26,2024-10-23,8574.25,Late
c00dbea9-3c3c-449b-8c35-0fc6494c277e,Jeremy Peterson,hesterandrew@example.net,+254764067191,56,Divorced,Student,Forensic scientist,Larson-Peterson,66579.69,558,Good,a5418ec6-eaae-4f37-ab51-d321bc50987b,Apartment,East Kimberlybury,7329.17,2023-07-22,2025-08-18,8255.48,Default
c1e9b06b-593d-46b1-b952-7cf0df895ef3,Dylan Alvarez,gabrielmccarthy@example.net,+254716076347,40,Divorced,Employed,"Teacher, special educational needs",Trujillo PLC,57033.92,721,Poor,57f85d80-1eaf-4795-a914-23a90074e99c,Condominium,Lake Kiaraland,46827.67,2022-08-27,2024-05-30,7088.67,On-time
26c33a2c-bf6d-427e-bcdb-46e54eecf356,Adam Gomez,jensencynthia@example.com,+254768554778,46,Single,Employed,Sports coach,"Shelton, Mcknight and Clark",96570.25,349,Poor,0c49e283-3c20-4730-992a-541e610c0b71,Condominium,Craigside,36716.8,2024-02-26,2026-03-22,6140.91,On-time
ae1ec5fe-fb21-4bc8-a15a-deb71ce99e94,David Colon,taramitchell@example.com,+254714139399,34,Divorced,Retired,Armed forces training and education officer,Turner-Delgado,25129.69,691,Poor,01d3fba2-4c8c-41f7-8eea-823b4af0b7bc,Apartment,East Raymondfort,47893.62,2023-10-13,2025-04-12,6559.55,On-time
c5a8e8fd-7b44-4c53-8330-5a5c2446d8de,Barry Garrison,dawnadams@example.net,+254742348279,46,Married,Unemployed,"Production assistant, television","Walton, Sloan and Payne",41319.91,574,Average,628aa2bf-5c09-4d7f-b1dd-7ad654c2b5bd,Condominium,Robertville,18579.53,2023-05-10,2024-08-29,8859.81,On-time
d9bc48e9-27e0-49cd-960a-87a19cefbe50,Michelle Holmes,charlotte60@example.net,+254736967755,20,Single,Retired,"Pharmacist, hospital","Green, Anderson and Houston",61223.12,512,Average,9ff6763d-091f-49a0-a8c7-1af7ecbe28f5,Single-family Home,Jennifermouth,48490.98,2022-12-24,2024-07-18,8623.79,Default
084fed4f-ca91-46aa-852a-f90b9dcb8c02,Pedro Benson,clementskevin@example.net,+254746039302,46,Widowed,Student,Chief Executive Officer,"Rivera, Ellis and Watson",55387.03,661,Average,3a30584d-945b-4a28-ac1a-db1e737638fb,Apartment,New Margaret,30746.4,2022-07-16,2024-12-17,7499.56,On-time
0fa8d57a-a97d-4b0b-93f5-029a96246fcf,James Lawson,floresvictor@example.org,+254792249454,56,Married,Unemployed,Armed forces operational officer,Butler-Mckinney,104782.99,731,Average,c7abc301-0fc6-4780-8a28-78676a7a2734,Apartment,East Dawnmouth,5417.91,2023-09-26,2024-08-08,8581.98,On-time
69a042be-2a78-49f6-b5e1-e53c9060d730,Carlos Davis,james97@example.net,+254742352004,40,Divorced,Self-Employed,Microbiologist,Cameron-Berry,160053.67,739,Good,44783db1-704c-4b31-972c-5a2fa86cd5a2,Apartment,Port Charles,32996.5,2023-11-02,2024-07-01,6835.15,Late
572b4d44-8ade-430e-bd49-8d54f0f5e9f7,Timothy Pena,elizabeth66@example.com,+254786680885,54,Single,Unemployed,Meteorologist,Thompson and Sons,20617.78,355,Average,5b7b7d02-f15b-42d5-a862-687a5a0d5b43,Condominium,West Robert,22239.99,2024-03-07,2025-01-26,7379.31,On-time
c0331206-1d7e-4f53-8e4b-759c48d82cca,Keith Matthews,catherinemurphy@example.com,+254711874632,51,Single,Retired,Energy manager,Allen-Mendoza,111125.56,734,Average,c35aa837-5f17-46bb-8b6d-547540a182e0,Condominium,Port Albertmouth,19571.94,2024-05-08,2025-02-21,8577.77,Late
d319e0a2-b33c-431e-8be2-5ffd45ddc45b,Stephanie Ingram,johnsonmckenzie@example.com,+254785262709,41,Single,Employed,Glass blower/designer,"Knapp, Williams and Johnson",115363.65,703,Good,b325e544-19a5-468a-a796-f9666aabd78a,Apartment,Port Timothy,48274.14,2022-10-19,2025-04-06,7180.34,Late
0590cf8f-d4ed-49cd-90a6-b99ffe7f6281,Paul James,morrisjonathan@example.org,+254765933908,28,Divorced,Student,Actuary,"King, Johnson and Aguilar",97048.14,692,Average,5a91a594-3f6f-4177-8359-26d7dcfa8124,Condominium,South Howard,41778.38,2022-12-04,2024-07-10,5013.08,On-time
ef222e40-0e90-4721-9544-6b6d2d9d27bf,Mario Cummings,thomas49@example.org,+254729664104,52,Divorced,Unemployed,Trading standards officer,Taylor and Sons,78965.07,588,Good,a633ae71-fdf1-4037-a3d8-dda44e56f413,Single-family Home,Susanstad,14068.55,2023-11-11,2025-01-27,6872.63,On-time
f91da282-d6ee-4f3a-97ce-4b5991f45d00,Stephanie Salazar,reesejoshua@example.org,+254733620754,62,Divorced,Self-Employed,Mudlogger,Wagner PLC,83299.87,670,Good,8e25c3d1-4f8e-4478-ae1d-dcf9da45de67,Apartment,Montgomeryville,12730.29,2023-05-25,2025-12-25,5945.49,On-time
ba59abf9-c635-4f30-b4d7-40445e30dd0f,Nancy Lee,alejandra55@example.net,+254734553454,28,Widowed,Unemployed,Paediatric nurse,"Johnson, Torres and Smith",22671.87,421,Poor,8ef21abf-4721-491d-b791-f2b399bce7f3,Single-family Home,Port Ericville,16790.37,2022-12-12,2024-12-25,6887.85,Late
c9bdb379-459c-4649-90fd-bbd42af2659e,Rachel Holmes,rachel38@example.com,+254775724853,62,Married,Student,Analytical chemist,Peterson Inc,42178.75,358,Poor,0f9c5815-7096-4fb1-b9b3-7c4f799e7d88,Single-family Home,South Kennethview,12956.86,2022-11-13,2025-07-25,7325.36,Default
